swap_id,timestamp,station_id,battery_soc_returned,battery_soc_issued,wait_minutes,swap_duration_minutes,batteries_available_before_swap,station_status,downtime_minutes,payment_amount,payment_method,motorcycle_type,service_success
SW007440,2026-02-14 10:14:50,ST005,13.5,94.3,2.7,4.0,8,Operational,0,38.34,Card,Commercial,True
SW007441,2026-02-14 10:15:28,ST001,52.7,95.4,2.7,4.4,13,Operational,0,39.95,Mobile Money,Delivery,True
SW007442,2026-02-14 10:19:28,ST002,33.6,88.2,2.5,3.6,19,Operational,0,37.53,Mobile Money,Delivery,True
SW007443,2026-02-14 10:26:32,ST001,19.7,98.7,4.7,3.7,17,Operational,0,37.65,Mobile Money,Delivery,True
SW007444,2026-02-14 10:33:39,ST004,18.2,91.2,3.4,3.1,20,Operational,0,35.37,Mobile Money,Standard,True
SW007445,2026-02-14 10:43:37,ST001,19.3,90.7,1.3,2.7,13,Operational,0,36.15,Mobile Money,Standard,True
SW007446,2026-02-14 10:44:14,ST003,36.4,95.6,4.3,3.7,12,Operational,0,35.59,Mobile Money,Standard,True
SW007447,2026-02-14 10:51:13,ST004,29.6,91.7,5.1,3.0,23,Operational,0,37.46,Wallet,Standard,True
SW007448,2026-02-14 11:02:06,ST003,22.3,94.3,3.2,3.9,19,Operational,0,39.0,Wallet,Delivery,True
SW007449,2026-02-14 11:18:30,ST004,9.3,100.0,2.4,2.7,16,Operational,0,34.66,Mobile Money,Standard,True
SW007450,2026-02-14 11:30:06,ST003,45.6,95.8,1.0,3.8,20,Operational,0,36.65,Wallet,Delivery,True
SW007451,2026-02-14 11:33:40,ST004,9.1,89.2,1.1,3.3,7,Operational,0,40.02,Mobile Money,Commercial,True
SW007452,2026-02-14 11:52:10,ST002,25.8,95.1,0.2,3.5,20,Operational,0,38.48,Wallet,Commercial,True
SW007453,2026-02-14 12:07:39,ST001,17.2,100.0,0.7,3.7,16,Operational,0,36.18,Mobile Money,Standard,True
SW007454,2026-02-14 12:13:52,ST001,8.9,100.0,3.4,3.3,11,Operational,0,35.57,Mobile Money,Delivery,True
SW007455,2026-02-14 12:14:54,ST005,33.9,98.5,1.8,2.1,18,Operational,0,37.86,Wallet,Delivery,True
SW007456,2026-02-14 12:15:58,ST003,22.7,100.0,4.1,3.5,15,Operational,0,33.77,Wallet,Standard,True
SW007457,2026-02-14 12:30:11,ST004,22.7,89.9,7.5,3.0,15,Operational,0,39.59,Mobile Money,Commercial,True
SW007458,2026-02-14 12:32:54,ST002,25.1,95.9,2.5,5.5,12,Operational,0,34.05,Mobile Money,Standard,True
SW007459,2026-02-14 12:54:02,ST001,15.2,89.1,1.7,2.2,21,Operational,0,36.81,Wallet,Standard,True
SW007460,2026-02-14 13:00:46,ST005,26.0,89.9,1.5,2.9,17,Operational,0,37.04,Mobile Money,Commercial,True
SW007461,2026-02-14 13:04:05,ST003,27.3,98.4,3.1,3.4,21,Operational,0,34.78,Mobile Money,Standard,True
SW007462,2026-02-14 13:11:36,ST005,30.1,82.7,1.1,3.6,14,Operational,0,39.18,Mobile Money,Commercial,True
SW007463,2026-02-14 13:14:17,ST001,29.0,86.2,2.7,2.8,23,Operational,0,37.43,Mobile Money,Delivery,True
SW007464,2026-02-14 13:24:38,ST003,13.1,96.2,0.5,3.4,21,Operational,0,40.36,Mobile Money,Commercial,True
SW007465,2026-02-14 13:33:07,ST003,32.4,89.8,6.4,3.0,21,Operational,0,32.41,Card,Standard,True
SW007466,2026-02-14 13:53:18,ST005,12.3,92.3,2.8,3.6,10,Operational,0,40.16,Mobile Money,Commercial,True
SW007467,2026-02-14 14:00:40,ST004,18.1,94.1,2.2,4.6,24,Operational,0,33.52,Wallet,Standard,True
SW007468,2026-02-14 14:06:49,ST004,41.0,89.0,1.5,3.0,15,Operational,0,39.46,Mobile Money,Delivery,True
SW007469,2026-02-14 14:09:30,ST004,16.8,94.2,2.0,2.3,23,Operational,0,38.74,Mobile Money,Commercial,True
SW007470,2026-02-14 14:11:04,ST001,36.6,95.4,7.5,3.7,18,Operational,0,33.43,Card,Standard,True
SW007471,2026-02-14 14:17:10,ST001,32.5,97.0,1.4,2.9,15,Operational,0,41.03,Mobile Money,Commercial,True
SW007472,2026-02-14 14:36:35,ST002,21.6,96.2,3.2,2.7,17,Operational,0,33.85,Mobile Money,Standard,True
SW007473,2026-02-14 15:08:50,ST003,35.5,91.0,1.8,4.5,20,Operational,0,36.22,Mobile Money,Delivery,True
SW007474,2026-02-14 15:11:08,ST004,44.6,96.4,1.5,2.9,15,Operational,0,34.15,Mobile Money,Standard,True
SW007475,2026-02-14 15:19:54,ST001,37.7,95.0,1.7,3.2,20,Operational,0,36.13,Mobile Money,Delivery,True
SW007476,2026-02-14 15:20:45,ST001,33.8,94.8,1.0,3.8,21,Operational,0,37.35,Mobile Money,Delivery,True
SW007477,2026-02-14 15:24:10,ST003,39.1,89.1,1.1,4.4,14,Operational,0,34.6,Wallet,Standard,True
SW007478,2026-02-14 15:31:48,ST001,14.8,93.8,4.8,3.3,15,Operational,0,34.65,Mobile Money,Standard,True
SW007479,2026-02-14 15:47:34,ST005,13.1,87.3,2.0,2.5,18,Operational,0,36.31,Mobile Money,Standard,True
SW007480,2026-02-14 15:58:40,ST005,23.7,94.9,0.9,3.8,14,Operational,0,33.55,Mobile Money,Standard,True
SW007481,2026-02-14 16:00:53,ST001,15.2,93.8,4.9,3.6,12,Operational,0,37.53,Mobile Money,Delivery,True
SW007482,2026-02-14 16:09:57,ST005,12.5,95.9,1.2,3.9,14,Operational,0,38.08,Card,Commercial,True
SW007483,2026-02-14 16:28:35,ST002,5.1,91.5,1.5,2.8,16,Operational,0,40.85,Wallet,Commercial,True
SW007484,2026-02-14 16:43:15,ST002,29.8,92.6,1.5,2.1,20,Operational,0,35.44,Card,Standard,True
SW007485,2026-02-14 16:45:34,ST001,26.7,84.0,2.4,3.5,12,Operational,0,43.2,Wallet,Commercial,True
SW007486,2026-02-14 16:50:13,ST003,28.0,94.6,0.2,3.8,24,Operational,0,33.71,Mobile Money,Standard,True
SW007487,2026-02-14 17:03:43,ST003,36.1,88.5,2.6,4.2,14,Operational,0,33.57,Mobile Money,Standard,True
SW007488,2026-02-14 17:04:49,ST004,40.3,98.1,7.3,3.6,16,Operational,0,38.8,Card,Delivery,True
SW007489,2026-02-14 17:07:36,ST003,16.8,94.1,5.1,4.0,12,Operational,0,41.41,Wallet,Commercial,True
SW007490,2026-02-14 17:10:01,ST003,24.0,96.3,4.5,3.4,10,Operational,0,35.25,Mobile Money,Standard,True
SW007491,2026-02-14 17:12:31,ST005,23.0,95.6,5.7,3.8,20,Operational,0,33.25,Mobile Money,Standard,True
SW007492,2026-02-14 17:14:09,ST001,29.6,90.5,4.1,3.6,5,Operational,0,39.18,Mobile Money,Delivery,True
SW007493,2026-02-14 17:40:21,ST004,20.8,100.0,13.6,4.4,0,Operational,0,0.0,Mobile Money,Standard,False
SW007494,2026-02-14 17:41:46,ST003,27.6,97.3,4.8,2.3,15,Operational,0,39.79,Mobile Money,Delivery,True
SW007495,2026-02-14 17:43:56,ST003,25.3,92.3,4.2,3.7,19,Operational,0,33.67,Mobile Money,Standard,True
SW007496,2026-02-14 17:44:34,ST004,10.1,90.8,7.3,4.7,12,Operational,0,37.74,Mobile Money,Delivery,True
SW007497,2026-02-14 17:47:57,ST001,26.5,89.9,8.8,4.4,13,Operational,0,35.06,Mobile Money,Standard,True
SW007498,2026-02-14 17:51:12,ST005,29.8,95.0,1.4,4.3,16,Operational,0,38.41,Wallet,Delivery,True
SW007499,2026-02-14 18:14:07,ST003,24.9,84.5,0.9,3.3,6,Operational,0,35.16,Mobile Money,Standard,True
SW007500,2026-02-14 18:16:55,ST001,21.1,97.9,4.4,4.4,7,Operational,0,35.29,Wallet,Standard,True
SW007501,2026-02-14 18:43:03,ST001,29.5,100.0,1.8,3.9,10,Operational,0,37.32,Wallet,Delivery,True
SW007502,2026-02-14 18:49:26,ST001,15.1,96.3,1.0,3.0,5,Operational,0,41.17,Mobile Money,Commercial,True
SW007503,2026-02-14 18:51:29,ST004,26.4,90.0,12.4,3.0,12,Operational,0,35.02,Wallet,Standard,True
SW007504,2026-02-14 18:59:24,ST004,20.7,95.3,2.7,4.5,13,Operational,0,32.02,Mobile Money,Standard,True
SW007505,2026-02-14 19:02:02,ST005,20.8,91.7,2.7,4.6,14,Operational,0,32.61,Wallet,Standard,True
SW007506,2026-02-14 19:02:34,ST003,9.6,96.8,1.4,2.5,15,Operational,0,36.43,Card,Standard,True
SW007507,2026-02-14 19:24:24,ST001,31.2,85.6,20.4,3.5,0,Operational,0,37.28,Card,Delivery,True
SW007508,2026-02-14 19:28:34,ST005,26.5,91.8,2.8,4.7,13,Operational,0,37.0,Card,Delivery,True
SW007509,2026-02-14 19:33:42,ST004,42.6,90.4,2.8,3.2,6,Operational,0,35.24,Mobile Money,Standard,True
SW007510,2026-02-14 19:37:28,ST001,36.2,90.5,1.0,3.7,6,Operational,0,39.73,Mobile Money,Delivery,True
SW007511,2026-02-14 19:40:50,ST002,35.1,97.9,1.8,3.2,9,Operational,0,36.36,Mobile Money,Delivery,True
SW007512,2026-02-14 19:49:46,ST003,26.4,96.0,3.7,4.4,11,Operational,0,33.28,Mobile Money,Standard,True
SW007513,2026-02-14 19:50:13,ST002,20.6,95.9,7.4,3.2,7,Operational,0,34.0,Mobile Money,Standard,True
SW007514,2026-02-14 19:59:53,ST004,31.1,90.7,1.5,4.3,11,Operational,0,34.75,Mobile Money,Standard,True
SW007515,2026-02-14 20:00:52,ST003,35.1,96.6,4.5,4.8,14,Operational,0,39.61,Wallet,Commercial,True
SW007516,2026-02-14 20:05:50,ST005,11.8,92.6,3.4,3.0,8,Operational,0,38.91,Mobile Money,Delivery,True
SW007517,2026-02-14 20:19:26,ST005,34.8,91.0,3.0,4.5,14,Operational,0,37.91,Mobile Money,Delivery,True
SW007518,2026-02-14 20:20:36,ST004,23.1,92.7,1.5,2.7,14,Operational,0,35.96,Mobile Money,Standard,True
SW007519,2026-02-14 20:23:16,ST005,31.5,91.2,3.5,3.5,6,Operational,0,33.43,Mobile Money,Standard,True
SW007520,2026-02-14 20:23:56,ST005,13.0,97.1,2.1,6.2,19,Operational,0,37.91,Mobile Money,Delivery,True
SW007521,2026-02-14 20:25:40,ST005,7.6,92.5,3.4,4.9,15,Operational,0,34.63,Wallet,Standard,True
SW007522,2026-02-14 20:34:18,ST001,4.0,89.1,4.9,3.5,16,Operational,0,35.13,Wallet,Standard,True
SW007523,2026-02-14 20:35:32,ST004,31.3,90.2,1.4,3.7,18,Operational,0,35.63,Mobile Money,Delivery,True
SW007524,2026-02-14 20:37:03,ST002,37.4,95.0,7.6,3.4,11,Operational,0,38.06,Card,Delivery,True
SW007525,2026-02-14 20:38:52,ST004,10.7,92.4,1.4,4.2,12,Operational,0,37.0,Mobile Money,Commercial,True
SW007526,2026-02-14 20:40:11,ST004,19.4,98.4,6.0,3.9,14,Operational,0,36.57,Wallet,Standard,True
SW007527,2026-02-14 20:59:07,ST002,23.9,90.7,1.1,4.6,13,Operational,0,33.89,Mobile Money,Standard,True
SW007528,2026-02-14 21:05:19,ST003,31.6,96.9,1.0,1.9,20,Operational,0,38.5,Mobile Money,Commercial,True
SW007529,2026-02-14 21:10:02,ST003,24.6,93.2,4.0,3.4,17,Operational,0,34.28,Mobile Money,Standard,True
SW007530,2026-02-14 21:14:59,ST001,8.2,93.2,3.9,2.7,17,Operational,0,36.4,Mobile Money,Standard,True
SW007531,2026-02-14 21:21:42,ST005,19.3,95.6,4.6,2.4,16,Operational,0,39.39,Card,Delivery,True
SW007532,2026-02-14 21:24:30,ST002,29.8,87.0,3.4,3.1,10,Operational,0,36.61,Wallet,Standard,True
SW007533,2026-02-14 21:34:37,ST004,14.6,91.8,5.3,3.4,19,Operational,0,34.16,Mobile Money,Standard,True
SW007534,2026-02-14 21:39:04,ST004,6.6,91.9,1.3,4.0,14,Operational,0,38.82,Mobile Money,Commercial,True
SW007535,2026-02-14 21:48:49,ST003,27.1,94.2,2.1,3.5,16,Operational,0,37.36,Mobile Money,Delivery,True
SW007536,2026-02-14 22:20:44,ST003,27.2,100.0,5.2,3.2,20,Operational,0,37.12,Mobile Money,Delivery,True
SW007537,2026-02-14 22:23:25,ST001,49.7,95.9,0.4,3.5,17,Operational,0,38.79,Mobile Money,Commercial,True
SW007538,2026-02-14 22:39:54,ST005,20.2,93.5,1.3,3.5,11,Operational,0,40.29,Mobile Money,Commercial,True
SW007539,2026-02-14 22:55:39,ST001,17.6,91.6,3.2,2.4,20,Operational,0,36.1,Mobile Money,Standard,True
SW007540,2026-02-14 22:57:16,ST003,34.5,94.6,2.0,2.8,16,Operational,0,36.73,Wallet,Delivery,True
SW007541,2026-02-14 23:54:26,ST001,31.0,98.9,9.5,3.1,14,Operational,0,39.4,Wallet,Delivery,True
SW007542,2026-02-14 23:59:02,ST001,19.3,94.1,5.0,2.9,1,Operational,0,41.97,Card,Commercial,True
SW007543,2026-02-15 00:08:33,ST001,3.0,92.0,6.5,3.5,20,Operational,0,32.49,Mobile Money,Standard,True
SW007544,2026-02-15 01:47:18,ST002,26.8,90.1,2.2,3.4,14,Operational,0,36.66,Mobile Money,Delivery,True
SW007545,2026-02-15 02:28:34,ST003,15.0,86.2,2.2,3.8,16,Operational,0,38.77,Card,Commercial,True
SW007546,2026-02-15 03:17:11,ST004,37.3,92.3,4.1,4.1,14,Operational,0,37.7,Mobile Money,Commercial,True
SW007547,2026-02-15 05:05:30,ST002,33.5,89.8,2.0,2.7,18,Operational,0,38.13,Mobile Money,Delivery,True
SW007548,2026-02-15 05:39:21,ST001,14.8,96.6,2.9,3.5,16,Operational,0,41.18,Mobile Money,Commercial,True
SW007549,2026-02-15 06:02:41,ST004,33.4,85.4,7.3,2.2,15,Operational,0,37.86,Wallet,Commercial,True
SW007550,2026-02-15 06:18:45,ST004,29.6,100.0,1.4,4.1,22,Operational,0,36.86,Mobile Money,Standard,True
SW007551,2026-02-15 06:36:01,ST004,34.7,93.2,5.7,5.0,2,Operational,0,42.08,Card,Commercial,True
SW007552,2026-02-15 06:47:31,ST002,39.7,97.4,1.8,3.7,13,Operational,0,35.96,Mobile Money,Standard,True
SW007553,2026-02-15 07:11:22,ST003,21.2,100.0,6.2,3.8,23,Operational,0,32.56,Mobile Money,Standard,True
SW007554,2026-02-15 07:15:15,ST005,4.4,95.3,2.1,3.7,11,Operational,0,36.03,Mobile Money,Standard,True
SW007555,2026-02-15 07:23:49,ST002,9.6,100.0,2.4,2.2,11,Operational,0,33.89,Mobile Money,Standard,True
SW007556,2026-02-15 07:38:52,ST005,33.2,100.0,5.8,4.6,11,Operational,0,36.6,Mobile Money,Standard,True
SW007557,2026-02-15 07:44:29,ST004,17.0,95.6,2.1,3.1,15,Operational,0,35.05,Mobile Money,Standard,True
SW007558,2026-02-15 07:55:07,ST001,26.1,90.4,1.3,4.8,14,Operational,0,37.63,Card,Delivery,True
SW007559,2026-02-15 08:14:48,ST002,15.6,85.9,0.4,2.5,11,Operational,0,36.47,Mobile Money,Standard,True
SW007560,2026-02-15 08:38:07,ST002,18.3,100.0,6.0,2.4,12,Operational,0,40.33,Mobile Money,Delivery,True
SW007561,2026-02-15 08:44:00,ST004,15.3,81.5,4.1,4.1,15,Operational,0,41.33,Mobile Money,Commercial,True
SW007562,2026-02-15 08:47:44,ST003,25.1,93.7,8.9,3.8,13,Operational,0,33.31,Wallet,Standard,True
SW007563,2026-02-15 08:48:18,ST003,45.1,100.0,8.0,3.0,16,Operational,0,40.35,Card,Commercial,True
SW007564,2026-02-15 08:50:39,ST003,30.4,92.3,2.1,4.4,18,Operational,0,34.8,Mobile Money,Standard,True
SW007565,2026-02-15 08:58:37,ST004,16.0,92.0,31.0,3.5,0,Operational,0,0.0,Mobile Money,Delivery,False
SW007566,2026-02-15 08:59:47,ST003,16.2,93.8,3.2,2.7,9,Operational,0,40.03,Wallet,Commercial,True
SW007567,2026-02-15 09:01:27,ST001,16.3,90.1,1.0,3.8,17,Operational,0,36.01,Card,Delivery,True
SW007568,2026-02-15 09:21:12,ST005,34.1,90.3,4.0,3.3,12,Operational,0,36.73,Wallet,Standard,True
SW007569,2026-02-15 09:32:04,ST001,30.3,97.1,6.3,4.4,15,Operational,0,37.15,Card,Standard,True
SW007570,2026-02-15 09:35:11,ST005,28.0,97.0,7.3,4.3,9,Operational,0,41.21,Card,Delivery,True
SW007571,2026-02-15 09:48:05,ST005,25.4,100.0,3.4,3.4,8,Operational,0,36.71,Card,Delivery,True
SW007572,2026-02-15 09:52:45,ST003,5.3,93.9,2.0,4.7,17,Operational,0,39.12,Mobile Money,Commercial,True
SW007573,2026-02-15 09:54:55,ST004,12.1,95.2,0.4,2.7,8,Operational,0,37.56,Mobile Money,Delivery,True
SW007574,2026-02-15 09:59:16,ST005,29.8,94.0,0.4,3.1,13,Operational,0,35.48,Wallet,Standard,True
SW007575,2026-02-15 10:00:07,ST004,28.7,86.9,1.3,2.7,15,Operational,0,38.46,Mobile Money,Delivery,True
SW007576,2026-02-15 10:13:14,ST003,17.5,100.0,2.4,3.1,25,Operational,0,33.83,Mobile Money,Standard,True
SW007577,2026-02-15 10:14:05,ST002,19.3,91.6,0.4,3.9,15,Operational,0,35.04,Mobile Money,Standard,True
SW007578,2026-02-15 10:23:15,ST001,5.0,90.6,2.4,3.4,13,Operational,0,41.17,Mobile Money,Commercial,True
SW007579,2026-02-15 10:26:14,ST005,8.2,90.3,1.9,2.7,13,Operational,0,34.63,Mobile Money,Standard,True
SW007580,2026-02-15 10:26:37,ST001,8.9,92.9,1.6,3.0,13,Operational,0,37.8,Mobile Money,Delivery,True
SW007581,2026-02-15 10:27:57,ST005,33.0,89.7,3.1,3.9,20,Operational,0,39.39,Card,Commercial,True
SW007582,2026-02-15 10:34:09,ST004,6.4,89.8,1.8,5.1,18,Operational,0,35.48,Wallet,Standard,True
SW007583,2026-02-15 10:43:57,ST004,8.8,100.0,2.9,4.4,12,Operational,0,38.42,Wallet,Delivery,True
SW007584,2026-02-15 10:57:04,ST005,28.7,90.6,4.4,2.0,13,Operational,0,39.85,Card,Commercial,True
SW007585,2026-02-15 11:00:41,ST001,30.7,93.8,7.7,3.2,24,Operational,0,38.52,Mobile Money,Commercial,True
SW007586,2026-02-15 11:07:08,ST004,24.7,99.2,6.4,1.7,21,Operational,0,34.52,Card,Standard,True
SW007587,2026-02-15 11:12:34,ST005,3.0,91.1,1.9,3.5,14,Operational,0,37.57,Mobile Money,Delivery,True
SW007588,2026-02-15 11:17:34,ST002,21.2,89.5,4.1,2.8,15,Operational,0,38.78,Card,Delivery,True
SW007589,2026-02-15 11:31:23,ST005,18.4,92.2,5.5,3.8,9,Operational,0,40.21,Mobile Money,Commercial,True
SW007590,2026-02-15 11:42:45,ST005,20.2,97.0,3.2,2.1,7,Operational,0,38.82,Mobile Money,Delivery,True
SW007591,2026-02-15 11:46:09,ST005,24.7,89.4,0.7,4.0,18,Operational,0,35.42,Mobile Money,Standard,True
SW007592,2026-02-15 12:13:54,ST003,23.1,95.8,3.7,1.6,15,Operational,0,34.59,Wallet,Standard,True
SW007593,2026-02-15 12:28:23,ST001,20.2,92.4,3.7,3.4,20,Operational,0,38.34,Mobile Money,Delivery,True
SW007594,2026-02-15 12:41:27,ST001,9.7,96.5,4.8,3.3,21,Operational,0,39.89,Wallet,Commercial,True
SW007595,2026-02-15 12:52:37,ST001,36.8,96.1,0.3,2.7,17,Operational,0,33.53,Mobile Money,Standard,True
SW007596,2026-02-15 13:03:34,ST003,12.8,91.7,2.1,3.4,17,Operational,0,40.79,Mobile Money,Commercial,True
SW007597,2026-02-15 13:07:54,ST001,37.9,96.5,4.7,2.7,10,Operational,0,41.03,Mobile Money,Commercial,True
SW007598,2026-02-15 13:28:07,ST004,3.0,96.2,7.1,2.7,20,Operational,0,40.5,Card,Commercial,True
SW007599,2026-02-15 13:40:59,ST002,14.5,87.4,1.8,4.2,13,Operational,0,35.26,Wallet,Standard,True
SW007600,2026-02-15 13:52:11,ST002,33.9,94.0,2.5,3.9,13,Operational,0,36.41,Card,Standard,True
SW007601,2026-02-15 13:55:26,ST004,20.7,93.8,2.6,2.6,14,Operational,0,32.71,Card,Standard,True
SW007602,2026-02-15 14:02:19,ST005,9.4,87.6,2.4,2.0,15,Operational,0,39.47,Mobile Money,Delivery,True
SW007603,2026-02-15 14:29:00,ST005,14.8,90.6,6.6,2.4,0,Operational,0,0.0,Mobile Money,Commercial,False
SW007604,2026-02-15 15:00:47,ST001,22.3,96.2,4.3,2.1,18,Operational,0,41.56,Wallet,Commercial,True
SW007605,2026-02-15 15:35:01,ST004,36.8,95.5,2.6,3.8,17,Operational,0,36.63,Mobile Money,Standard,True
SW007606,2026-02-15 15:50:39,ST004,24.9,88.0,1.7,4.4,22,Operational,0,39.73,Card,Commercial,True
SW007607,2026-02-15 15:52:56,ST003,31.3,84.9,4.6,2.5,17,Operational,0,37.39,Card,Delivery,True
SW007608,2026-02-15 16:07:52,ST003,15.7,87.5,1.8,3.2,12,Operational,0,35.05,Mobile Money,Standard,True
SW007609,2026-02-15 16:29:07,ST001,23.8,97.8,2.5,3.1,16,Operational,0,33.51,Card,Standard,True
SW007610,2026-02-15 16:30:09,ST005,27.8,90.8,1.7,4.7,10,Operational,0,39.66,Mobile Money,Delivery,True
SW007611,2026-02-15 16:35:04,ST003,23.8,97.4,2.9,2.7,19,Operational,0,37.14,Mobile Money,Standard,True
SW007612,2026-02-15 16:39:12,ST004,25.5,89.5,5.9,3.1,21,Operational,0,36.24,Wallet,Standard,True
SW007613,2026-02-15 16:40:29,ST004,32.0,100.0,10.2,2.8,18,Operational,0,36.96,Card,Delivery,True
SW007614,2026-02-15 16:56:11,ST002,18.1,99.2,0.5,3.1,11,Operational,0,37.46,Mobile Money,Delivery,True
SW007615,2026-02-15 16:58:30,ST004,19.4,96.6,4.5,3.6,18,Operational,0,35.01,Mobile Money,Standard,True
SW007616,2026-02-15 17:13:11,ST001,18.8,92.2,12.0,4.8,0,Operational,0,0.0,Mobile Money,Delivery,False
SW007617,2026-02-15 17:13:37,ST001,9.6,95.5,19.6,4.9,2,Operational,0,35.33,Mobile Money,Standard,True
SW007618,2026-02-15 17:14:00,ST004,22.7,94.1,3.6,5.1,4,Operational,0,34.79,Mobile Money,Standard,True
SW007619,2026-02-15 17:19:33,ST002,20.7,96.7,5.1,4.5,6,Operational,0,39.25,Mobile Money,Commercial,True
SW007620,2026-02-15 17:21:54,ST002,19.8,94.4,4.2,2.8,8,Operational,0,41.9,Card,Delivery,True
SW007621,2026-02-15 17:22:52,ST004,33.1,85.2,3.5,2.8,14,Operational,0,34.73,Wallet,Standard,True
SW007622,2026-02-15 17:29:15,ST003,23.0,95.1,4.7,2.5,15,Operational,0,38.2,Card,Delivery,True
SW007623,2026-02-15 17:37:40,ST004,42.8,99.6,1.8,2.0,10,Operational,0,36.38,Wallet,Standard,True
SW007624,2026-02-15 17:39:53,ST003,31.9,92.7,5.5,4.7,10,Operational,0,35.67,Mobile Money,Standard,True
SW007625,2026-02-15 17:48:07,ST001,33.4,93.8,4.0,3.6,11,Operational,0,40.72,Wallet,Delivery,True
SW007626,2026-02-15 17:51:31,ST005,30.4,89.0,0.6,4.8,13,Operational,0,38.81,Mobile Money,Delivery,True
SW007627,2026-02-15 17:54:53,ST002,14.4,88.6,4.8,3.1,20,Operational,0,36.39,Card,Delivery,True
SW007628,2026-02-15 17:58:41,ST003,28.4,92.9,2.2,3.4,18,Operational,0,37.19,Mobile Money,Standard,True
SW007629,2026-02-15 18:03:51,ST002,7.8,93.3,2.0,4.4,15,Operational,0,34.99,Wallet,Standard,True
SW007630,2026-02-15 18:09:41,ST001,23.9,89.3,4.1,2.2,3,Operational,0,34.21,Mobile Money,Standard,True
SW007631,2026-02-15 18:13:24,ST002,32.4,87.1,3.0,4.0,14,Operational,0,34.1,Mobile Money,Standard,True
SW007632,2026-02-15 18:16:01,ST001,39.2,93.3,9.5,5.4,2,Operational,0,0.0,Mobile Money,Standard,False
SW007633,2026-02-15 18:18:17,ST003,32.8,100.0,2.1,3.5,15,Operational,0,36.33,Mobile Money,Standard,True
SW007634,2026-02-15 18:22:36,ST004,12.2,98.7,1.5,4.5,24,Operational,0,0.0,Mobile Money,Commercial,False
SW007635,2026-02-15 18:26:02,ST002,29.0,90.9,2.0,4.7,11,Operational,0,35.33,Wallet,Standard,True
SW007636,2026-02-15 18:31:54,ST004,28.5,92.5,8.6,4.1,13,Downtime,5,0.0,Mobile Money,Standard,False
SW007637,2026-02-15 18:35:35,ST005,16.9,97.2,2.9,4.9,7,Operational,0,35.49,Wallet,Standard,True
SW007638,2026-02-15 18:40:50,ST003,18.2,93.8,5.1,5.1,7,Operational,0,34.2,Wallet,Standard,True
SW007639,2026-02-15 18:41:42,ST003,21.7,93.5,0.8,4.6,21,Operational,0,37.41,Wallet,Standard,True
SW007640,2026-02-15 18:46:18,ST002,27.0,95.0,1.3,4.3,12,Operational,0,35.58,Card,Delivery,True
SW007641,2026-02-15 18:47:16,ST004,17.4,96.2,7.7,3.2,18,Operational,0,39.7,Wallet,Commercial,True
SW007642,2026-02-15 18:54:58,ST002,31.2,90.4,6.5,3.1,11,Operational,0,41.4,Wallet,Commercial,True
SW007643,2026-02-15 18:58:06,ST005,25.5,97.7,1.0,4.3,10,Operational,0,39.89,Mobile Money,Commercial,True
SW007644,2026-02-15 19:00:15,ST004,25.8,89.2,6.2,2.1,16,Operational,0,35.44,Mobile Money,Standard,True
SW007645,2026-02-15 19:03:38,ST003,26.7,90.2,4.1,3.3,11,Operational,0,34.92,Card,Standard,True
SW007646,2026-02-15 19:05:37,ST001,45.6,95.3,9.6,3.7,8,Operational,0,41.16,Mobile Money,Delivery,True
SW007647,2026-02-15 19:07:48,ST002,26.4,99.2,3.5,3.1,9,Operational,0,41.27,Mobile Money,Commercial,True
SW007648,2026-02-15 19:12:30,ST002,27.6,99.6,1.2,2.6,17,Operational,0,38.65,Mobile Money,Delivery,True
SW007649,2026-02-15 19:13:41,ST003,47.4,90.5,13.6,3.5,13,Operational,0,36.13,Mobile Money,Standard,True
SW007650,2026-02-15 19:20:59,ST003,23.7,95.6,0.4,3.3,16,Operational,0,40.98,Mobile Money,Commercial,True
SW007651,2026-02-15 19:25:43,ST004,32.5,87.0,0.4,4.0,9,Operational,0,42.37,Wallet,Commercial,True
SW007652,2026-02-15 19:48:52,ST001,22.4,92.7,2.6,3.5,10,Operational,0,39.43,Wallet,Commercial,True
SW007653,2026-02-15 20:05:46,ST005,3.4,94.6,4.9,2.7,18,Operational,0,37.53,Mobile Money,Delivery,True
SW007654,2026-02-15 20:07:01,ST005,25.9,88.0,3.5,4.1,10,Operational,0,38.69,Card,Commercial,True
SW007655,2026-02-15 20:10:03,ST001,27.3,90.7,15.7,3.8,0,Operational,0,0.0,Mobile Money,Delivery,False
SW007656,2026-02-15 20:18:35,ST001,22.7,93.1,4.3,3.9,7,Operational,0,35.24,Mobile Money,Delivery,True
SW007657,2026-02-15 20:28:19,ST001,53.7,95.6,0.4,2.9,6,Operational,0,40.98,Wallet,Commercial,True
SW007658,2026-02-15 20:29:11,ST001,10.1,89.9,3.5,2.9,3,Operational,0,34.86,Wallet,Standard,True
SW007659,2026-02-15 20:32:31,ST004,9.7,87.7,6.7,3.7,13,Operational,0,35.15,Mobile Money,Standard,True
SW007660,2026-02-15 20:33:28,ST005,18.8,90.0,3.1,2.8,15,Operational,0,36.23,Card,Delivery,True
SW007661,2026-02-15 20:34:01,ST003,41.3,93.0,4.4,4.4,13,Operational,0,39.62,Mobile Money,Delivery,True
